DeptNo,Dept,CategoryNo,Category,SubCategoryNo,SubCategory,ITEM,SUPPLIER,ORIGIN_COUNTRY_ID,channelId,LOC,LOC_TYPE,Country,State,District,Year,Month,Week_New,Transaction Date,Item Cost,Original Retail,Sales Retail,Promotional Retail Price,AV_COST,STOCK_ON_HAND,Item Sales Qty,Gross Margin%,Markdown,Markdown % (Discount),Margin,Margin% (on Selling Price),Markup% (on Avg Cost),Inv Turns,Inventory Classification(A/B/C),Size Profile,SELLING_UOM,ITEM_PARENT,ITEM_GRANDPARENT,PACK_IND,ITEM_LEVEL,TRAN_LEVEL,DIFF_1,DIFF_1_AGGREGATE_IND,DIFF_2,DIFF_2_AGGREGATE_IND,DIFF_3,DIFF_3_AGGREGATE_IND,DIFF_4,DIFF_4_AGGREGATE_IND,STATUS,Description,Secondary Description,shortDesc,DESC_UP,RETAIL_ZONE_GROUP_ID,Cost Zone Group ID,STANDARD_UOM,MERCHANDISE_IND,ORIGINAL_RETAIL,MFG_REC_RETAIL,CATCH_WEIGHT_IND,SIMPLE_PACK_IND,SELLABLE_IND,ORDERABLE_IND,PACK_TYPE,CREATE_DATETIME,CHECK_UDA_IND,INVENTORY_IND,LOC_TYPE,MULTI_UNITS,MULTI_UNIT_RETAIL,MULTI_SELLING_UOM,SELLING_UOM,CLEAR_IND,TAXABLE_IND,LOCAL_ITEM_DESC,LOCAL_SHORT_DESC,TI,HI,STORE_ORD_MULT,STATUS,Transaction Date,DAILY_WASTE_PCT,MEAS_OF_EACH,MEAS_OF_PRICE,UOM_OF_PRICE,PRIMARY_VARIANT,PRIMARY_COST_PACK,PRIMARY_SUPP,PRIMARY_CNTRY,RECEIVE_AS_TYPE,INBOUND_HANDLING_DAYS,SOURCE_METHOD,SOURCE_WH,STORE_PRICE_IND,UIN_TYPE,UIN_LABEL,CAPTURE_TIME,EXT_UIN_IND,ITEM_PARENT,ITEM_GRANDPARENT,SOH_UPDATE_DATETIME,LAST_HIST_EXPORT_DATE,IN_TRANSIT_QTY,PACK_COMP_INTRAN,PACK_COMP_SOH,TSF_RESERVED_QTY,PACK_COMP_RESV,TSF_EXPECTED_QTY,PACK_COMP_EXP,RTV_QTY,NON_SELLABLE_QTY,CUSTOMER_RESV,CUSTOMER_BACKORDER,PACK_COMP_CUST_RESV,PACK_COMP_CUST_BACK,FIRST_RECEIVED,LAST_RECEIVED,QTY_RECEIVED,FIRST_SOLD,LAST_SOLD,QTY_SOLD,PRIMARY_SUPP,PRIMARY_CNTRY,AVERAGE_WEIGHT,FINISHER_AV_RETAIL,FINISHER_UNITS,PACK_COMP_NON_SELLABLE
1011,Women,1013,Clothing,1019,Dresses,100240649,44401,CA,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,Jun,4,Jun/2013,503,628.75,628.75,565.875,10,0,1,0.01,62.88,0.63,618.75,98.41,6187.50,#DIV/0!,,4XL,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,Miss Bennet Maroon Dress,TEST POS ITEM2,1,1000,EA,Y,628.75,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I11,I11,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100240650,44401,IN,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2014,Jan,1,Jan/2014,501,626.25,626.25,563.625,10,0,1,0.01,62.63,0.63,616.25,98.40,6162.50,#DIV/0!,,XS,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,Minamax red Jumpsuit,TEST POS ITEM2,1,1000,EA,Y,626.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I12,I12,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100242045,44401,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,May,1,May/2013,500,625,625,562.5,10,100,1,0.01,62.50,0.63,615.00,98.40,6150.00,0.500000,,4XL,EA,,,Y,1,1,,N,,N,,N,,N,A,test complex pack,,Mango Maroon Dress,TEST COMPLEX PACK,1,1000,EA,Y,625,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,xperiaT,xperiaT,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266151,,18 Jun 13,,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100242746,11101,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2014,Nov,3,Nov/2014,0,0,0,0,10,500,1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,L,EA,,,N,1,1,,N,,N,,N,,N,A,supp exp,,Global Desi Indigo Dress,SUPP EXP,1,1000,EA,Y,0,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100242745,33301,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,Nov,1,Nov/2013,50,62.5,62.5,56.25,10,225,1,0.01,6.25,0.06,52.50,84.00,525.00,0.022222,,M,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,Portico 6 piece set,REG,1,1000,EA,Y,62.5,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100241894,11101,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2014,Jul,1,Jul/2014,100,125,125,112.5,100,556,1,0.00,12.50,0.13,25.00,20.00,25.00,0.001799,,3XL,EA,,,Y,1,1,,N,,N,,N,,N,A,Deposit complex pack,,Arrow Lavendar Shirt,DEPOSIT COMPLEX PACK,1,1000,EA,Y,125,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,black:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100242951,11101,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,May,4,May/2013,0,0,0,0,10,590,1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,L,EA,,,N,1,1,,N,,N,,N,,N,A,oracle,,Black Coffee Formal Shirt,ORACLE,1,1000,EA,Y,0,11,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,black:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100241867,11101,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,Jun,1,Jun/2013,0,0,0,0,10,1090,1,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,M,EA,,,Y,1,1,,N,,N,,N,,N,A,simple pack,,Oliver Short Dress,SIMPLE PACK,1,1000,EA,Y,0,,N,Y,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:White:small,Fashion Item:White:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100241879,11101,US,Brick&Mortar,2240,Mall Store,India,Tamil Nadu,Chennai,2013,Nov,1,Nov/2013,0,0,0,0,1,2000,1,#DIV/0!,0.00,0.00,-1.00,#DIV/0!,-100.00,0.000000,,XXL,EA,100241872,,N,2,2,,N,,N,,N,,N,A,abd,,Miss Selridge White Bodycon,ABD,1,1000,EA,Y,0,,N,N,Y,Y,,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:black:small,Fashion Item:black:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
3330,Kids,3331,Clothing,3331,Boys,100230343,33302,IN,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Feb,5,Feb/2013,100,125,125,112.5,100,2500,5,0.03,12.50,0.13,25.00,20.00,25.00,0.002000,,XL,EA,,,N,1,1,,N,,N,,N,,N,A,SEQA_13.2.6_Staple item2,,Gini & Jony Casual Yellow Shirt,SEQA_13.2.6_STAPLE ITEM2,1,1000,EA,Y,125,10,N,N,Y,Y,,1 Mar 13,Y,Y,S,,,,EA,N,Y,rs trail item 5,rs trail item 5,1,1,E,A,28 May 13,,,,,,,33302,IN,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100232334,11101,CA,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,May,4,May/2014,300,375,375,337.5,100,100000,1,0.01,37.50,0.38,275.00,73.33,275.00,0.000030,,L,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,Hermoso Imperial Premium,REG,1,1000,EA,Y,375,,N,N,Y,Y,,6 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
3330,Kids,3331,Clothing,3332,Girls,100230037,11101,IN,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Nov,3,Nov/2014,200,250,250,225,2,1800,1,0.01,25.00,0.25,248.00,99.20,12400.00,0.055556,,M,EA,,,N,1,1,,N,,N,,N,,N,A,rs trail item 5,,Cute Cucumber Blue Top,RS TRAIL ITEM 5,1,1000,EA,Y,250,,N,N,Y,Y,,28 Feb 13,Y,Y,S,,,,KG,N,Y,cw1,cw1,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,IN,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100229834,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Jul,5,Jul/2014,100,125,125,112.5,100,150,1,0.00,12.50,0.13,25.00,20.00,25.00,0.006667,,S,EA,,,N,1,1,,N,,N,,N,,N,A,deposit return,,John Players Blue Formal,DEPOSIT RETURN,1,1000,EA,Y,125,,N,N,Y,N,,28 Feb 13,,Y,S,,,,EA,N,Y,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,3,4,E,A,28 May 13,,,,,,,33301,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,Men,1112,Watches,1115,Digital Watches,100231935,22202,CA,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Jan,4,Jan/2013,102,127.5,127.5,114.75,20,100,1,0.01,12.75,0.13,107.50,84.31,537.50,0.051000,,3XL,EA,,,Y,1,1,,N,,N,,N,,N,A,Electric Bulbs,,Timex Grey Digital Watch,ELECTRIC BULBS,1,,EA,Y,127.5,10,N,N,Y,Y,B,6 Mar 13,,Y,S,,,,EA,N,Y,item_pak_size_10,item_pak_size_10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100233250,22202,IN,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Feb,5,Feb/2014,101,126.25,126.25,113.625,1,0,1,0.01,12.63,0.13,125.25,99.21,12525.00,#DIV/0!,,3XL,EA,,,N,1,1,,N,,N,,N,,N,A,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,Dorothy Perkins Floral Dress,AIP - MODULAR KITCHEN SETUP,1,1000,EA,Y,126.25,100,N,N,Y,Y,,8 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33301,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100232739,22202,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Jan,5,Jan/2014,100,125,125,112.5,100,10,1,0.00,12.50,0.13,25.00,20.00,25.00,0.100000,,XL,EA,,,N,1,1,,N,,N,,N,,N,A,cw1,,London Bridge Formal Shirt,CW1,1,1000,KG,Y,125,,Y,N,Y,Y,,7 Mar 13,,Y,S,,,,EA,N,Y,new 2,new 2,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
4045,Sports,4046,Apparel,4047,Jersey,100237744,33301,CA,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Oct,1,Oct/2013,402,502.5,502.5,452.25,1,25,1,0.01,50.25,0.50,501.50,99.80,50150.00,16.080000,,Free Size,KG,,,N,1,1,,N,,N,,N,,N,A,Consignment_44223,,Nabaji Football Jersey,CONSIGNMENT_44223,1,1000,EA,Y,502.5,100,N,N,Y,N,,15 Mar 13,,N,S,,,,EA,N,Y,new 6,new 6,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100236463,33301,IN,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Oct,3,Oct/2014,400,500,500,450,10,160,1,0.01,50.00,0.50,490.00,98.00,4900.00,0.250000,,XL,EA,,,Y,1,1,,N,,N,,N,,N,A,sp,,Truhome,SP,1,1000,EA,Y,500,1232,N,Y,Y,Y,V,14 Mar 13,N,Y,S,,,,EA,N,Y,new 10,new 10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100240648,33301,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Jan,4,Jan/2013,401,501.25,501.25,451.125,10,200,1,0.01,50.13,0.50,491.25,98.00,4912.50,0.200500,,XL,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item1,,Vero Moda Black Sleeveless Dress,TEST POS ITEM1,1,1000,EA,Y,501.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I9,I9,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100240649,44401,CA,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Jan,3,Jan/2013,503,628.75,628.75,565.875,10,0,10,0.98,62.88,0.63,618.75,98.41,6187.50,#DIV/0!,,XS,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,Miss Bennet Maroon Dress,TEST POS ITEM2,1,1000,EA,Y,628.75,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I11,I11,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100240650,44401,IN,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Jun,2,Jun/2014,501,626.25,626.25,563.625,10,0,2,0.04,62.63,0.63,616.25,98.40,6162.50,#DIV/0!,,3XL,EA,,,N,1,1,,N,,N,,N,,N,A,test pos item2,,Minamax red Jumpsuit,TEST POS ITEM2,1,1000,EA,Y,626.25,,N,N,Y,Y,,19 Mar 13,Y,Y,S,,,,EA,N,Y,I12,I12,2,2,E,A,28 May 13,,,,,,,33302,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100242045,44401,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Mar,4,Mar/2013,500,625,625,562.5,10,100,2,0.04,62.50,0.63,615.00,98.40,6150.00,1.000000,,XS,EA,,,Y,1,1,,N,,N,,N,,N,A,test complex pack,,Mango Maroon Dress,TEST COMPLEX PACK,1,1000,EA,Y,625,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,xperiaT,xperiaT,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266151,,18 Jun 13,,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,22201,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100242746,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Jun,4,Jun/2013,0,0,0,0,10,500,3,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,4XL,EA,,,N,1,1,,N,,N,,N,,N,A,supp exp,,Global Desi Indigo Dress,SUPP EXP,1,1000,EA,Y,0,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100242745,33301,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,May,4,May/2014,50,62.5,62.5,56.25,10,225,1,0.01,6.25,0.06,52.50,84.00,525.00,0.022222,,S,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,Portico 6 piece set,REG,1,1000,EA,Y,62.5,,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,White:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,100266151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100241894,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Oct,2,Oct/2013,100,125,125,112.5,100,556,1,0.00,12.50,0.13,25.00,20.00,25.00,0.001799,,Free Size,EA,,,Y,1,1,,N,,N,,N,,N,A,Deposit complex pack,,Arrow Lavendar Shirt,DEPOSIT COMPLEX PACK,1,1000,EA,Y,125,,N,N,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,black:small,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100242951,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Aug,1,Aug/2014,0,0,0,0,10,590,10,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,XXL,EA,,,N,1,1,,N,,N,,N,,N,A,oracle,,Black Coffee Formal Shirt,ORACLE,1,1000,EA,Y,0,11,N,N,Y,Y,,22 Mar 13,,Y,S,,,,EA,N,Y,black:medium,Fashion Item,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100241867,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2014,Nov,3,Nov/2014,0,0,0,0,10,1090,10,#DIV/0!,0.00,0.00,-10.00,#DIV/0!,-100.00,0.000000,,XL,EA,,,Y,1,1,,N,,N,,N,,N,A,simple pack,,Oliver Short Dress,SIMPLE PACK,1,1000,EA,Y,0,,N,Y,Y,Y,V,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:White:small,Fashion Item:White:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44401,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100241879,11101,US,Brick&Mortar,2241,Store in Store,India,Tamil Nadu,Chennai,2013,Oct,5,Oct/2013,0,0,0,0,1,2000,1,#DIV/0!,0.00,0.00,-1.00,#DIV/0!,-100.00,0.000000,,L,EA,100241872,,N,2,2,,N,,N,,N,,N,A,abd,,Miss Selridge White Bodycon,ABD,1,1000,EA,Y,0,,N,N,Y,Y,,21 Mar 13,,Y,S,,,,EA,N,Y,Fashion Item:black:small,Fashion Item:black:small,1,1,E,A,28 May 13,,,,,,,22201,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
3330,Kids,3331,Clothing,3331,Boys,100230343,33302,IN,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2013,Oct,5,Oct/2013,100,125,125,112.5,100,2500,1,0.00,12.50,0.13,25.00,20.00,25.00,0.000400,,3XL,EA,,,N,1,1,,N,,N,,N,,N,A,SEQA_13.2.6_Staple item2,,Gini & Jony Casual Yellow Shirt,SEQA_13.2.6_STAPLE ITEM2,1,1000,EA,Y,125,10,N,N,Y,Y,,1 Mar 13,Y,Y,S,,,,EA,N,Y,rs trail item 5,rs trail item 5,1,1,E,A,28 May 13,,,,,,,33302,IN,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100232334,11101,CA,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Apr,1,Apr/2014,300,375,375,337.5,100,100000,-1,0.01,37.50,0.38,275.00,73.33,275.00,-0.000030,,4XL,EA,,,N,1,1,,N,,N,,N,,N,A,reg,,Hermoso Imperial Premium,REG,1,1000,EA,Y,375,,N,N,Y,Y,,6 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
3330,Kids,3331,Clothing,3332,Girls,100230037,11101,IN,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Aug,5,Aug/2014,200,250,250,225,2,1800,5,0.25,25.00,0.25,248.00,99.20,12400.00,0.277778,,3XL,EA,,,N,1,1,,N,,N,,N,,N,A,rs trail item 5,,Cute Cucumber Blue Top,RS TRAIL ITEM 5,1,1000,EA,Y,250,,N,N,Y,Y,,28 Feb 13,Y,Y,S,,,,KG,N,Y,cw1,cw1,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,IN,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100229834,11101,US,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Apr,4,Apr/2014,100,125,125,112.5,100,150,10,0.11,12.50,0.13,25.00,20.00,25.00,0.066667,,3XL,EA,,,N,1,1,,N,,N,,N,,N,A,deposit return,,John Players Blue Formal,DEPOSIT RETURN,1,1000,EA,Y,125,,N,N,Y,N,,28 Feb 13,,Y,S,,,,EA,N,Y,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,3,4,E,A,28 May 13,,,,,,,33301,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1110,Men,1112,Watches,1115,Digital Watches,100231935,22202,CA,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2013,Jan,4,Jan/2013,102,127.5,127.5,114.75,20,100,5,0.21,12.75,0.13,107.50,84.31,537.50,0.255000,,M,EA,,,Y,1,1,,N,,N,,N,,N,A,Electric Bulbs,,Timex Grey Digital Watch,ELECTRIC BULBS,1,,EA,Y,127.5,10,N,N,Y,Y,B,6 Mar 13,,Y,S,,,,EA,N,Y,item_pak_size_10,item_pak_size_10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
1011,Women,1013,Clothing,1019,Dresses,100233250,22202,IN,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Dec,3,Dec/2014,101,126.25,126.25,113.625,1,0,1,0.01,12.63,0.13,125.25,99.21,12525.00,#DIV/0!,,L,EA,,,N,1,1,,N,,N,,N,,N,A,AIP - Modular Kitchen Setup,AIP - Modular Kitchen Setup,Dorothy Perkins Floral Dress,AIP - MODULAR KITCHEN SETUP,1,1000,EA,Y,126.25,100,N,N,Y,Y,,8 Mar 13,Y,Y,S,,,,EA,N,Y,reg,reg,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33301,US,,,,0
1110,Men,1111,Clothing,1114,Formal Shirts,100232739,22202,US,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Mar,5,Mar/2014,100,125,125,112.5,100,10,-1,0.00,12.50,0.13,25.00,20.00,25.00,-0.100000,,XXL,EA,,,N,1,1,,N,,N,,N,,N,A,cw1,,London Bridge Formal Shirt,CW1,1,1000,KG,Y,125,,Y,N,Y,Y,,7 Mar 13,,Y,S,,,,EA,N,Y,new 2,new 2,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11101,US,,,,0
4045,Sports,4046,Apparel,4047,Jersey,100237744,33301,CA,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Jul,2,Jul/2014,402,502.5,502.5,452.25,1,25,-1,0.01,50.25,0.50,501.50,99.80,50150.00,-16.080000,,3XL,KG,,,N,1,1,,N,,N,,N,,N,A,Consignment_44223,,Nabaji Football Jersey,CONSIGNMENT_44223,1,1000,EA,Y,502.5,100,N,N,Y,N,,15 Mar 13,,N,S,,,,EA,N,Y,new 6,new 6,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33302,US,,,,0
5055,Home,5056,Home Furnishing,5056,Bedding Sets,100236463,33301,IN,Brick&Mortar,2242,High Street,India,Tamil Nadu,Chennai,2014,Jun,4,Jun/2014,400,500,500,450,10,160,1,0.01,50.00,0.50,490.00,98.00,4900.00,0.250000,,5XL,EA,,,Y,1,1,,N,,N,,N,,N,A,sp,,Truhome,SP,1,1000,EA,Y,500,1232,N,Y,Y,Y,V,14 Mar 13,N,Y,S,,,,EA,N,Y,new 10,new 10,1,1,E,A,28 May 13,,,,,,,11101,US,,,S,,N,,,,N,100266145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,22201,US,,,,0
